D159;Godartet svulst i uspesifisert intratorakalt organ
D160;Godartet svulst i skulderblad eller lang knokkel i overekstremitet
D161;Godartet svulst i kort knokkel i overekstremitet
D162;Godartet svulst i lang knokkel i underekstremitet
D163;Godartet svulst i kort knokkel i underekstremitet
D164;Godartet svulst i knokkel i skalle eller ansikt
D165;Godartet svulst i underkjeve
D166;Godartet svulst i ryggsøyle
D167;Godartet svulst i ribben, brystben eller krageben
D168;Godartet svulst i bekkenben, korsben eller haleben
D169;Godartet svulst i uspesifisert knokkel eller leddbrusk
D170;Lipom i hud eller subkutant vev på hode, i ansikt eller på hals
D171;Lipom i hud eller subkutant vev på trunkus
D172;Lipom i hud eller subkutant vev på ekstremitet
D173;Lipom i hud eller subkutant vev med annen eller uspesifisert lokalisasjon
D174;Lipom i intratorakalt organ
D175;Lipom i intraabdominalt organ
D176;Lipom i sædleder
D177;Lipom med annen spesifisert lokalisasjon
D179;Lipom med uspesifisert lokalisasjon
D180;Hemangiom med enhver lokalisasjon
D181;Lymfangiom med enhver lokalisasjon
D190;Mesotel i brysthinne
D191;Mesotel i bukhinne
D197;Mesotel med annen spesifisert lokalisasjon
D199;Mesotel med uspesifisert lokalisasjon
D200;Godartet svulst i retroperitoneum
D201;Godartet svulst i bukhinne
D210;Godartet svulst i bindeev eller annet bløtvev i hode, ansikt eller på hals
D211;Godartet svulst i bindevev eler annet bløtvev i overekstremitet eller skulder
D212;Godartet svulst i bindevev eller annet bløtvev i underekstremitet eller hofte
D213;Godartet svulst i bindevev eller annet bløtvev i toraks
D214;Godartet svulst i bindevev eller annet bløtvev i buken
D215;Godartet svulst i bindevev eller annet bløtvev i bekken
D216;Godartet svulst i bindevev eller annet bløtvev i uspesifisert del av trunkus
D219;Godartet svulst i bindevev eller annet bløtvev med uspesifisert lokalisasjon
D220;Melanocyttnevus på leppe
D221;Melanocyttnevus på øyelokk eller i øyevinkel
D222;Melanocyttnevus på øre eller i ytre øregang
D223;Melanocyttnevus i annen eller uspesifisert del av ansikt
D224;Melanocyttnevus i hodebunn eller på hals
D225;Melanocyttnevus på trunkus
D226;Melanocyttnevus på overekstremitet eller skulder
D227;Melanocyttnevus på underekstremitet eller hofte
D229;Melanocyttnevus med uspesifisert lokalisasjon
D230;Godartet svulst i hud på leppe
D231;Godartet svulst i hud på øyelokk eller i øyevinkel
D232;Godartet svulst i hud på øre eller i ytre øregang
D233;Godartet svulst i hud på annen eller uspesifisert del av ansikt
D234;Godartet svulst i hud i hodebunn eller på hals
D235;Godartet svulst i hud på trunkus
D236;Godartet svulst i hud på overekstremitet eller skulder
D237;Godartet svulst i hud på underekstremitet eller hofte
D239;Godartet svulst i hud med uspesifisert lokalisasjon
D24;Godartet svulst i bryst
D250;Submukøst leiomyom i livmor
D251;Intramuralt leiomyom i livmor
D252;Subserøst leiomyom i livmor
D259;Leiomyom med uspesifisert lokalisasjon i livmor
D260;Annen godartet svulst i livmorhals
D261;Annen godartet svulst i livmorlegeme
D267;Annen godartet svulst i annen spesifisert del av livmor
D269;Annen godartet svulst i uspesifisert del av livmor
D27;Godartet svulst i eggstokk
D280;Godartet svulst i ytre kvinnelige kjønnsorganer
D281;Godartet svulst i skjede
D282;Godartet svulst i eggleder eller uterinligament
D287;Godartet svulst i annet spesifisert kvinnelig kjønnsorgan
D289;Godartet svulst i uspesifisert kvinnelig kjønnsorgan
D290;Godartet svulst i penis
D291;Godartet svulst i blærehalskjertel
D292;Godartet svulst i testikkel
D293;Godartet svulst i bitestikkel
D294;Godartet svulst i pung
D297;Godartet svulst i annet spesifisert mannlig kjønnsorgan
D299;Godartet svulst i uspesifisert mannlig kjønnsorgan
D300;Godartet svulst i nyre
D301;Godartet svulst i nyrebekken
D302;Godartet svulst i urinleder
D303;Godartet svulst i urinblære
D304;Godartet svulst i urinrør
D307;Godartet svulst i annet spesifisert urinveisorgan
D309;Godartet svulst i uspesifisert urinveisorgan
D310;Godartet svulst i conjunctiva
D311;Godartet svulst i hornhinne
D312;Godartet svulst i netthinne
D313;Godartet svulst i årehinne
D314;Godartet svulst i strålelegeme
D315;Godartet svulst i tårekjertel
D316;Godartet svulst i øyehule
D319;Godartet svulst med uspesifisert lokalisasjon i øye
D320;Godartet svulst i hjernehinne
D321;Godartet svulst i ryggmargshinne
D329;Godartet svulst med uspesifisert lokalisasjon i hjerne- eller ryggmargshinne
D330;Godartet svulst med supratentoriell lokalisasjon i hjerne
D331;Godartet svulst med infratentoriell lokalisasjon i hjerne
D332;Godartet svulst med uspesifisert lokalisasjon i hjerne
D333;Godartet svulst i hjernenerve
D334;Godartet svulst i ryggmarg
D337;Godartet svulst i annen spesifisert del av sentralnervesystemet
D339;Godartet svulst i uspesifisert del av sentralnervesystemet
D34;Godartet svulst i skjoldbruskkjertel
D350;Godartet svulst i binyre
D351;Godartet svulst i biskjoldbruskkjertel
D352;Godartet svulst i hypofyse
D353;Godartet svulst i ductus craniopharyngealis
D354;Godartet svulst i corpus pineale
D355;Godartet svulst i glomus caroticum
D356;Godartet svulst i aortalegeme eller annet paraganglion
D357;Godartet svulst i annen spesifisert endokrin kjertel
D358;Godartet svulst med affeksjon av multiple endokrine kjertler
D359;Godartet svulst i uspesifisert endokrin kjertel
D360;Godartet svulst i lymfeknute
D361;Godartet svulst i perifer nerve eller det autonome nervesystem
D367;Godartet svulst med annen spesifisert lokalisasjon
D369;Godartet svulst med uspesifisert lokalisasjon
D3700;Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i leppe, munnhule eller svelg
D3701; Svulst med klinisk usikkert malignitetspotensial i leppe, munnhule eller svelg
D3710; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i magesekk
D3711; Svulst med klinisk usikkert malignitetspotensial i magesekk
D3720; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i tynntarm
D3721; Svulst med klinisk usikkert malignitetspotensial i tynntarm
D3730; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i blindtarmsvedheng
D3731; Svulst med klinisk usikkert malignitetspotensial i blindtarmsvedheng
D3740; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i tykktarm
D3741; Svulst med klinisk usikkert malignitetspotensial i tykktarm
D3750; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i endetarm
D3751; Svulst med klinisk usikkert malignitetspotensial i endetarm
D3760; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i lever, galleblære eller gallegang
D3761; Svulst med klinisk usikkert malignitetspotensial i lever, galleblære eller gallegang
D3770; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i annet spesifisert fordøyelsesorgan
D3771; Svulst med klinisk usikkert malignitetspotensial i annet spesifisert fordøyelsesorgan
D379;Svulst med usikkert eller ukjent malignitetspotensial i uspesifisert fordøyelsesorgan
D3800; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i strupe
D3801; Svulst med klinisk usikkert malignitetspotensial i strupe
D3810; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i luftrør, bronkie eller lunge
D3811; Svulst med klinisk usikkert malignitetspotensial i luftrør, bronkie eller lunge
D3820; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i brysthinne
D3821; Svulst med klinisk usikkert malignitetspotensial i brysthinne
D3830; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i mediastinum
D3831; Svulst med klinisk usikkert malignitetspotensial i mediastinum
D3840; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i thymus
D3841; Svulst med klinisk usikkert malignitetspotensial i thymus
D3850; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i annet spesifisert åndedrettsorgan
D3851; Svulst med klinisk usikkert malignitetspotensial i annet spesifisert åndedrettsorgan
D386;Svulst med usikkert eller ukjent malignitetspotensial i uspesifisert åndedrettsorgan
D3900; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i livmor
D3901; Svulst med klinisk usikkert malignitetspotensial i livmor
D3910; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i eggstokk
D3911; Svulst med klinisk usikkert malignitetspotensial i eggstokk
D3920; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i morkake
D3921; Svulst med klinisk usikkert malignitetspotensial i morkake
D3970; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i annet spesifisert kvinnelig kjønnsorgan
D3971; Svulst med klinisk usikkert malignitetspotensial i annet spesifisert kvinnelig kjønnsorgan
D399;Svulst med usikkert eller ukjent malignitetspotensial i uspesifisert kvinnelig kjønnsorgan
D4000; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i blærehalskjertel
D4001; Svulst med klinisk usikkert malignitetspotensial i blærehalskjertel
D4010; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i testikkel
D4011; Svulst med klinisk usikkert malignitetspotensial i testikkel
D4070; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i annet spesifisert mannlig kjønnsorgan
D4071; Svulst med klinisk usikkert malignitetspotensial i annet spesifisert mannlig kjønnsorgan
D409;Svulst med usikkert eller ukjent malignitetspotensial i uspesifisert mannlig kjønnsorgan
D4100; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i nyre
D4101; Svulst med klinisk usikkert malignitetspotensial i nyre
D4110; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i nyrebekken
D4111; Svulst med klinisk usikkert malignitetspotensial i nyrebekken
D4120; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i urinleder
D4121; Svulst med klinisk usikkert malignitetspotensial i urinleder
D4130; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i urinrør
D4131; Svulst med klinisk usikkert malignitetspotensial i urinrør
D4140; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i urinblære
D4141; Svulst med klinisk usikkert malignitetspotensial i urinblære
D4170; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i annet spesifisert urinveisorgan
D4171; Svulst med klinisk usikkert malignitetspotensial i annet spesifisert urinveisorgan
D419;Svulst med usikkert eller ukjent malignitetspotensial i uspesifisert urinveisorgan
D4200; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i hjernehinne
D4201; Svulst med klinisk usikkert malignitetspotensial i hjernehinne
D4210; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i ryggmargshinne
D4211; Svulst med klinisk usikkert malignitetspotensial i ryggmargshinne
D429;Svulst med usikkert eller ukjent malignitetspotensial med uspesifisert lokalisasjon i hjerne- eller ryggmargshinne
D4300; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial med supratentoriell lokalisasjon i hjerne
D4301; Svulst med klinisk usikkert malignitetspotensial med supratentoriell lokalisasjon i hjerne
D4310; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial med infratentoriell lokalisasjon i hjerne
D4311; Svulst med klinisk usikkert malignitetspotensial med infratentoriell lokalisasjon i hjerne
D432;Svulst med usikkert eller ukjent malignitetspotensial med uspesifisert lokalisasjon i hjerne
D4330; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i hjernenerve
D4331; Svulst med klinisk usikkert malignitetspotensial i hjernenerve
D4340; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i ryggmarg
D4341; Svulst med klinisk usikkert malignitetspotensial i ryggmarg
D4370; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i annen spesifisert del av sentralnervesystemet
D4371; Svulst med klinisk usikkert malignitetspotensial i annen spesifisert del av sentralnervesystemet
D439;Svulst med usikkert eller ukjent malignitetspotensial i uspesifisert del av sentralnervesystemet
D4400; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i skjoldbruskkjertel
D4401; Svulst med klinisk usikkert malignitetspotensial i skjoldbruskkjertel
D4410; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i binyre
D4411; Svulst med klinisk usikkert malignitetspotensial i binyre
D4420; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i biskjoldbruskkjertel
D4421; Svulst med klinisk usikkert malignitetspotensial i biskjoldbruskkjertel
D4430; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i hypofyse
D4431; Svulst med klinisk usikkert malignitetspotensial i hypofyse
D4440; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i ductus craniopharyngealis
D4441; Svulst med klinisk usikkert malignitetspotensial i ductus craniopharyngealis
D4450; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i corpus pineale
D4451; Svulst med klinisk usikkert malignitetspotensial i corpus pineale
D4460; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i glomus caroticum
D4461; Svulst med klinisk usikkert malignitetspotensial i glomus caroticum
D4470; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i aortalegeme eller annet paraganglie
D4471; Svulst med klinisk usikkert malignitetspotensial i aortalegeme eller annet paraganglie
D4480; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial med affeksjon av multiple endokrine kjertler
D4481; Svulst med klinisk usikkert malignitetspotensial med affeksjon av multiple endokrine kjertler
D449;Svulst med usikkert eller ukjent malignitetspotensial i uspesifisert endokrin kjertel
D45;Polycythaemia vera
D460;Refraktær anemi angitt som uten ringsideroblaster
D461;Refraktær anemi med sideroblaster
D462;Refraktær anemi med økning av blaster [RAEB]
D464;Uspesifisert refraktær anemi
D465;Refraktær anemi med dysplasi i flere linjer
D466;Myelodysplastisk syndrom med isolert del(5q) kromosomdefekt
D467;Annet spesifisert myelodysplastisk syndrom
D469;Uspesifisert myelodysplastisk syndrom
D470;Histiocyttær svulst eller mastcellesvulst med usikkert eller ukjent malignitetspotensial
D471;Kronisk myeloproliferativ sykdom
D472;Monoklonal gammopati av usikker betydning
D473;Essensiell trombocytemi
D474;Osteomyelofibrose
D475;Kronisk eosinofil leukemi
D477;Annen spesifisert svulst med usikkert eller ukjent malignitetspotensial i lymfoid, hematopoetisk eller beslektet vev
D479;Uspesifisert svulst med usikkert eller ukjent malignitetspotensial i lymfoid, hematopoetisk eller beslektet vev
D4800; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i knokkel eller leddbrusk
D4801; Svulst med klinisk usikkert malignitetspotensial i knokkel eller leddbrusk
D4810; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i bindevev eller annet bløtvev
D4811; Svulst med klinisk usikkert malignitetspotensial i bindevev eller annet bløtvev
D4820; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i perifer nerve eller det autonome nervesystem
D4821; Svulst med klinisk usikkert malignitetspotensial i perifer nerve eller det autonome nervesystem
D4830; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i retroperitoneum
D4831; Svulst med klinisk usikkert malignitetspotensial i retroperitoneum
D4840; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i bukhinne
D4841; Svulst med klinisk usikkert malignitetspotensial i bukhinne
D4850; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i hud
D4851; Svulst med klinisk usikkert malignitetspotensial i hud
D4860; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial i bryst
D4861; Svulst med klinisk usikkert malignitetspotensial i bryst
D4870; Svulst med patologisk anatomisk påvist usikkert malignitetspotensial med annen spesifisert lokalisasjon
D4871; Svulst med klinisk usikkert malignitetspotensial med annen spesifisert lokalisasjon
D489;Svulst med usikkert eller ukjent malignitetspotensial med uspesifisert lokalisasjon
D500;Jernmangelanemi ved kronisk blodtap
D501;Sideropen dysfagi
D508;Annen spesifisert jernmangelanemi
D509;Uspesifisert jernmangelanemi
D510;Anemi ved B12-vitaminmangel som skyldes mangel på «intrinsic factor»
D511;Anemi ved B12-vitaminmangel som skyldes selektiv B12-malabsorpsjon med proteinuri
D512;Anemi som skyldes transkobalamin II-mangel
D513;Annen diettbetinget anemi med B12-vitaminmangel
D518;Annen anemi ved B12-vitaminmangel
D519;Uspesifisert anemi ved B12-vitaminmangel
D520;Diettbetinget folsyremangelanemi
D521;Legemiddelutløst folsyremangelanemi
D528;Annen spesifisert folsyremangelanemi
D529;Uspesifisert folsyremangelanemi
D530;Proteinmangelanemi
D531;Annen megaloblastanemi ikke klassifisert annet sted
D532;Anemi ved skjørbuk
D538;Annen spesifisert mangelanemi
D539;Uspesifisert mangelanemi
D550;Anemi som skyldes glukose-6-fosfatdehydrogenasemangel
D551;Anemi som skyldes annen forstyrrelse i glutationmetabolismen
D552;Anemi som skyldes forstyrrelse i glykolytisk enzym
D553;Anemi som skyldes forstyrrelse i nukleotidmetabolismen
D558;Annen spesifisert anemi som skyldes enzymforstyrrelse
D559;Uspesifisert anemi som skyldes enzymforstyrrelse
D560;Alfa-talassemi
D561;Beta-talassemi
D562;Delta-beta-talassemi
D563;Talassemianlegg
D564;Arvelig persistens av føtalt hemoglobin
D568;Annen spesifisert talassemi
D569;Uspesifisert talassemi
D570;Sigdcelleanemi med krise
D571;Sigdcelleanemi uten krise
D572;Dobbel heterozygot sigdcellesykdom
D573;Sigdcelleanlegg
D578;Annen spesifisert sigdcellesykdom
D580;Arvelig sfærocytose
D581;Arvelig elliptocytose
D582;Annen hemoglobinopati
D588;Annen spesifisert arvelig hemolytisk anemi
D589;Uspesifisert arvelig hemolytisk anemi
D590;Legemiddelutløst autoimmun hemolytisk anemi
D591;Annen autoimmun hemolytisk anemi
D592;Legemiddelutløst ikke-autoimmun hemolytisk anemi
D593;Hemolytisk-uremisk sykdom
D594;Annen ikke-autoimmun hemolytisk anemi
D595;Paroksysmal nokturnal hemoglobinuri
D596;Hemoglobinuri som skyldes hemolyse forårsaket av annen ytre årsak
D598;Annen spesifisert ervervet hemolytisk anemi
D599;Uspesifisert ervervet hemolytisk anemi
D600;Kronisk ervervet isolert aplasi av erytropoetiske celler
D601;Forbigående ervervet isolert aplasi av erytropoetiske celler
D608;Annen spesifisert ervervet isolert aplasi av erytropoetiske celler
D609;Uspesifisert ervervet isolert aplasi av erytropoetiske celler
D610;Genetisk betinget aplastisk anemi
D611;Legemiddelutløst aplastisk anemi
D612;Aplastisk anemi som skyldes annen ytre faktor
D613;Idiopatisk aplastisk anemi
D618;Annen spesifisert aplastisk anemi
D619;Uspesifisert aplastisk anemi
D62;Akutt posthemoragisk anemi
D630;Anemi ved neoplastisk sykdom
D638;Anemi ved annen kronisk sykdom klassifisert annet sted
D640;Arvelig sideroblastanemi
D641;Sekundær sideroblastanemi som skyldes sykdom
D642;Sekundær sideroblastanemi som skyldes legemiddel eller toksin
D643;Annen sideroblastanemi
D644;Medfødt dyserytropoetisk anemi
D648;Annen spesifisert anemi
D649;Uspesifisert anemi
D65;Disseminert intravaskulær koagulasjon
D66;Arvelig mangel på koagulasjonsfaktor VIII
D67;Arvelig mangel på koagulasjonsfaktor IX
D680;Von Willebrands sykdom
D681;Arvelig mangel på koagulasjonsfaktor XI
D682;Arvelig mangel på annen koagulasjonsfaktor
D683;Blødning som skyldes sirkulerende antikoagulant
D684;Ervervet mangel på koagulasjonsfaktor
D685;Primær trombofili
D686;Annen trombofili
D688;Annen spesifisert koagulasjonsforstyrrelse
D689;Uspesifisert koagulasjonsforstyrrelse
D690;Allergisk purpura
D691;Kvalitativ blodplatedefekt
D692;Annen ikke-trombocytopenisk purpura
D693;Immunologisk trombocytopeni
D694;Annen primær trombocytopeni
D695;Sekundær trombocytopeni
D696;Uspesifisert trombocytopeni
D698;Annen spesifisert blødningstilstand
D699;Uspesifisert blødningstilstand
D70;Agranulocytose eller nøytropeni
D71;Funksjonell forstyrrelse i polymorfonukleære nøytrofile blodceller
D720;Genetisk anomali i leukocytter
D721;Eosinofili
D728;Annen spesifisert tilstand i hvite blodceller
D729;Uspesifisert tilstand i hvite blodceller
D730;Hyposplenisme
D731;Hypersplenisme
D732;Kronisk kongestiv splenomegali
D733;Abscess i milt
D734;Cyste i milt
D735;Infarkt i milt
D738;Annen spesifisert sykdom i milt
D739;Uspesifisert sykdom i milt
D740;Medfødt methemoglobinemi
D748;Annen spesifisert methemoglobinemi
D749;Uspesifisert methemoglobinemi
D750;Familiær erytrocytose
D751;Sekundær polycytemi
D758;Annen spesifisert sykdom i blod eller bloddannende organ
D759;Uspesifisert sykdom i blod eller bloddannende organ
D761;Hemofagocyttær lymfohistiocytose
D762;Hemofagocyttært syndrom i tilknytning til infeksjon
D763;Annet histiocytosesyndrom
D77;Annen forstyrrelse i blod eller bloddannende organ ved sykdom klassifisert annet sted
D800;Arvelig hypogammaglobulinemi
D801;Ikke-familiær hypogammaglobulinemi
D802;Selektiv mangel på immunglobulin A
D803;Selektiv mangel på subklasse av immunglobulin G
D804;Selektiv mangel på immunglobulin M
D805;Immunsvikt med økt immunglobulin M
D806;Antistoffmangel med nesten-normale immunglobuliner eller med hyperimmunoglobulinemi
D807;Forbigående hypogammaglobulinemi i spedbarnsalder
D808;Annen spesifisert immunsvikt med overveiende antistoffmangel
D809;Uspesifisert immunsvikt med overveiende antistoffmangel
D810;Alvorlig kombinert immunsvikt [SCID] med retikulær dysgenesi
D811;Alvorlig kombinert immunsvikt [SCID] med lavt T- og B-celleantall
D812;Alvorlig kombinert immunsvikt med lavt eller normalt B-celleantall
D813;Adenosindeaminase-mangel
D814;Nezelofs syndrom
D815;Purinnukleosidfosforylase-mangel
D816;Mangel på vevsforlikelighetsantigen (HLA) klasse I
D817;Mangel på vevsforlikelighetsantigen (HLA) klasse II
D818;Annen spesifisert kombinert immunsvikt
D819;Uspesifisert kombinert immunsvikt
D820;Wiskott-Aldrichs syndrom
D821;Di Georges syndrom
D822;Kortlemmethet med dvergvekst
D823;Immunsvikt som følge av arvelig defekt respons på Epstein-Barr-virus
D824;Hyperimmunglobulin E-syndrom
D828;Immunsvikt i tilknytning til annen spesifisert større defekt
D829;Immunsvikt i tilknytning til uspesifisert større defekt
D830;Vanlig variabel immunsvikt med overveiende abnormitet i B-celleantall og –funksjon
D831;Vanlig variabel immunsvikt med overveiende forstyrrelse i immunregulerende T-celler
D832;Vanlig variabel immunsvikt med autoantistoffer til B- eller T-celler
D838;Annen spesifisert vanlig variabel immunsvikt
D839;Uspesifisert vanlig variabel immunsvikt
D840;Defekt i lymfocytt funksjonsassosiert antigen 1
D841;Defekt i komplementsystemet
D848;Annen spesifisert immunsvikt
D849;Uspesifisert immunsvikt
D860;Sarkoidose i lunge
D861;Sarkoidose i lymfeknute
D862;Sarkoidose i lunge med sarkoidose i lymfeknute
D863;Sarkoidose i hud
D868;Sarkoidose med annen eller kombinert lokalisasjon
D869;Uspesifisert sarkoidose
D890;Polyklonal hypergammaglobulinemi
D891;Kryoglobulinemi
D892;Uspesifisert hypergammaglobulinemi
D893;Immunrekonstitusjonssyndrom
D898;Annen spesifisert tilstand som angår immunsystemet, ikke klassifisert annet sted
D899;Uspesifisert tilstand som angår immunsystemet
